id,url,zh_tw,ja,en,translate,note
eh,https://www.busfan.club/genre/eh,セクシー,セクシー,セクシー
eo,https://www.busfan.club/genre/eo,セレブ,セレブ,セレブ
f2,https://www.busfan.club/genre/f2,チアガール,チアガール,チアガール
ew,https://www.busfan.club/genre/ew,ディルド,ディルド,ディルド
6o,https://www.busfan.club/genre/6o,デカチン・巨根,デカチン・巨根,Huge Dick - Large Dick
e5,https://www.busfan.club/genre/e5,デート,デート,デート
en,https://www.busfan.club/genre/en,ノーパン,ノーパン,ノーパン
ej,https://www.busfan.club/genre/ej,ノーブラ,ノーブラ,ノーブラ
e0,https://www.busfan.club/genre/e0,ハイクオリティVR,ハイクオリティVR,ハイクオリティVR
6s,https://www.busfan.club/genre/6s,ハーレム,ハーレム,ハーレム
ed,https://www.busfan.club/genre/ed,バック,バック,バック
f1,https://www.busfan.club/genre/f1,ビジネススーツ,ビジネススーツ,ビジネススーツ
7t,https://www.busfan.club/genre/7t,ビッチ,ビッチ,ビッチ
6p,https://www.busfan.club/genre/6p,ファン感謝・訪問,ファン感謝・訪問,Fan Appreciation/ Home Visit
e1,https://www.busfan.club/genre/e1,ヘルス・ソープ,ヘルス・ソープ,ヘルス・ソープ
e2,https://www.busfan.club/genre/e2,ホテル,ホテル,ホテル
7j,https://www.busfan.club/genre/7j,ボーイズラブ,ボーイズラブ,BL
f3,https://www.busfan.club/genre/f3,ママ友,ママ友,ママ友
ex,https://www.busfan.club/genre/ex,ヨガ,ヨガ,ヨガ
fb,https://www.busfan.club/genre/fb,ラブコメ,ラブコメ,ラブコメ
4,https://www.busfan.club/genre/4,中出,中出し,Creampie
4m,https://www.busfan.club/genre/4m,主觀視角,主観,POV
1s,https://www.busfan.club/genre/1s,乳交,パイズリ,Titty Fuck
3n,https://www.busfan.club/genre/3n,乳房,美乳,Beautiful Tits
3z,https://www.busfan.club/genre/3z,乳液,ローション,Lotion
20,https://www.busfan.club/genre/20,亂倫,近親相姦,Incest
5f,https://www.busfan.club/genre/5f,亞洲女演員,アジア女優,Asian Actress
48,https://www.busfan.club/genre/48,介紹影片,イメージビデオ,Idol Video
11,https://www.busfan.club/genre/11,企畫,企画,Variety
58,https://www.busfan.club/genre/58,伴侶,コンパニオン,Hostess
37,https://www.busfan.club/genre/37,倒追,逆ナン,Reverse Pick Up
5y,https://www.busfan.club/genre/5y,假陽具,ディルド,Dildo
1u,https://www.busfan.club/genre/1u,偶像藝人,アイドル・芸能人,Idol & Celebrity
2v,https://www.busfan.club/genre/2v,偷窥,盗撮・のぞき,Voyeur
4b,https://www.busfan.club/genre/4b,催眠,催眠・洗脳,Hypnotism
4p,https://www.busfan.club/genre/4p,兔女郎,バニーガール,Bunny Girl
50,https://www.busfan.club/genre/50,內衣,パンチラ,Panty Shot
v,https://www.busfan.club/genre/v,內衣,ランジェリー,Lingerie
5i,https://www.busfan.club/genre/5i,公主,お姫様,Princess
2y,https://www.busfan.club/genre/2y,其他,その他,Others
1y,https://www.busfan.club/genre/1y,其他戀物癖,その他フェチ,Other Fetishes
3s,https://www.busfan.club/genre/3s,凌辱,辱め,Torture & Rape
4r,https://www.busfan.club/genre/4r,出軌,寝取り・寝取られ,Cheating Wife
3i,https://www.busfan.club/genre/3i,制服,制服,Uniform
6q,https://www.busfan.club/genre/6q,動画,動画,動画
64,https://www.busfan.club/genre/64,動畫人物,アニメキャラクター,Anime Character
2b,https://www.busfan.club/genre/2b,千金小姐,お嬢様・令嬢,Princess & Mademoiselle
6l,https://www.busfan.club/genre/6l,原作コラボ,原作コラボ,Original Collaboration
5c,https://www.busfan.club/genre/5c,及膝襪,ニーソックス,Knee-High Socks
es,https://www.busfan.club/genre/es,叔母さん,叔母さん,叔母さん
ei,https://www.busfan.club/genre/ei,受付嬢,受付嬢,受付嬢
1o,https://www.busfan.club/genre/1o,口交,フェラ,Blowjob
26,https://www.busfan.club/genre/26,各種職業,職業色々,Various Worker
60,https://www.busfan.club/genre/60,合作作品,コラボ作品,Collaboration work
2,https://www.busfan.club/genre/2,合集,ベスト・総集編,Compilation
u,https://www.busfan.club/genre/u,吞精,ごっくん,Cum Swallowing
12,https://www.busfan.club/genre/12,和服・喪服,和服・浴衣,KIMONO
6b,https://www.busfan.club/genre/6b,哥德蘿莉,ゴシックロリータ,GothLoli
f,https://www.busfan.club/genre/f,單體作品,単体作品,Featured Actress
5g,https://www.busfan.club/genre/5g,嘔吐,ゲロ,Vomit
2c,https://www.busfan.club/genre/2c,國外進口,洋ピン・海外輸入,Foreign Imports
7y,https://www.busfan.club/genre/7y,堵嘴·喜劇,ギャグ・コメディ,Gag·Comedy
3,https://www.busfan.club/genre/3,多P,3P・4P,Threesome / Foursome
2j,https://www.busfan.club/genre/2j,天堂TV,パラダイスTV,Paradise TV
42,https://www.busfan.club/genre/42,女上位,騎乗位,Cowgirl
eg,https://www.busfan.club/genre/eg,女上司,女上司,女上司
38,https://www.busfan.club/genre/38,女主人、女老板,女将・女主人,Housewife
c,https://www.busfan.club/genre/c,女主播,女子アナ,Female Anchor
j,https://www.busfan.club/genre/j,女傭,メイド,Maid
6i,https://www.busfan.club/genre/6i,女優ベスト・総集編,女優ベスト・総集編,Actress Best Compilation
4f,https://www.busfan.club/genre/4f,女優按摩棒,電マ,Big Vibrator
1d,https://www.busfan.club/genre/1d,女同性戀,レズ,Lesbian
4a,https://www.busfan.club/genre/4a,女同接吻,レズキス,Lesbian Kissing
1x,https://www.busfan.club/genre/1x,女大學生,女子大生,College Girl
56,https://www.busfan.club/genre/56,女忍者,くノ一,Female Ninja
5h,https://www.busfan.club/genre/5h,女戰士,女戦士,Female Soldier
1n,https://www.busfan.club/genre/1n,女教師,女教師,Female Teacher
3o,https://www.busfan.club/genre/3o,女檢察官,女捜査官,Female Detective
em,https://www.busfan.club/genre/em,女王様,女王様,女王様
p,https://www.busfan.club/genre/p,女生,ギャル,Gal
4k,https://www.busfan.club/genre/4k,女祭司,巫女,Priestess
55,https://www.busfan.club/genre/55,女裝人妖,女装・男の娘,Cross Dresser
27,https://www.busfan.club/genre/27,女醫生,女医,Female Doctor
3w,https://www.busfan.club/genre/3w,妄想,妄想,Daydream
f5,https://www.busfan.club/genre/f5,妄想族,妄想族,妄想族
23,https://www.busfan.club/genre/23,妓女,キャバ嬢・風俗嬢,Club Hostess & Sex Worker
3e,https://www.busfan.club/genre/3e,姐妹,姉・妹,Older & Younger Sister
2w,https://www.busfan.club/genre/2w,姐姐,お姉さん,Older Sister
5b,https://www.busfan.club/genre/5b,娃娃,ドール,Doll
e7,https://www.busfan.club/genre/e7,娘・養女,娘・養女,娘・養女
4l,https://www.busfan.club/genre/4l,婆婆,義母,Stepmom
3k,https://www.busfan.club/genre/3k,嬌小的,ミニ系・小柄,Short & Petite
4c,https://www.busfan.club/genre/4c,子宮頸,ポルチオ,G-Spot
7i,https://www.busfan.club/genre/7i,孕ませ,孕ませ,孕ませ
15,https://www.busfan.club/genre/15,孕婦,妊婦,Pregnant
sub,https://www.busfan.club/genre/sub,字幕,字幕,Subtitle
3t,https://www.busfan.club/genre/3t,學校作品,学園もの,School
l,https://www.busfan.club/genre/l,學校泳裝,競泳・スクール水着,School Swimsuits
65,https://www.busfan.club/genre/65,學生（其他）,学生（その他）,Student (Other)
1c,https://www.busfan.club/genre/1c,家教,家庭教師,Private Tutor
2f,https://www.busfan.club/genre/2f,寡婦,未亡人,Widow
s,https://www.busfan.club/genre/s,局部特寫,局部アップ,Genital Close-Up
2k,https://www.busfan.club/genre/2k,屁股,尻フェチ,Ass Lover
1v,https://www.busfan.club/genre/1v,展場女孩,キャンギャル,Campaign Girl
e,https://www.busfan.club/genre/e,巨乳,巨乳,Big Tits
6r,https://www.busfan.club/genre/6r,巨尻,巨尻,Big Asses
29,https://www.busfan.club/genre/29,已婚婦女,人妻,Married Woman
7z,https://www.busfan.club/genre/7z,幻想,ファンタジー,Fantasy
1m,https://www.busfan.club/genre/1m,強姦,強姦,Rape
80,https://www.busfan.club/genre/80,性別轉型·女性化,性転換・女体化,Gender transformation·feminization
3b,https://www.busfan.club/genre/3b,性奴,調教・奴隷,Sex Slave
5m,https://www.busfan.club/genre/5m,性愛,エロス,Eros
49,https://www.busfan.club/genre/49,性感的,セクシー,Sexy
35,https://www.busfan.club/genre/35,性騷擾,痴漢,Molester
5z,https://www.busfan.club/genre/5z,恐怖,ホラー,Horror
2e,https://www.busfan.club/genre/2e,情侶,カップル,Couple
3v,https://www.busfan.club/genre/3v,惡作劇,イタズラ,Pranks
2d,https://www.busfan.club/genre/2d,戀乳癖,巨乳フェチ,Big Tits Lover
4q,https://www.busfan.club/genre/4q,戀愛,恋愛,Love
2x,https://www.busfan.club/genre/2x,戀腿癖,脚フェチ,Foot Fetish
13,https://www.busfan.club/genre/13,成熟的女人,熟女,Mature Woman
4u,https://www.busfan.club/genre/4u,戲劇,ドラマ,Drama
46,https://www.busfan.club/genre/46,手指插入,指マン,Fingering
x,https://www.busfan.club/genre/x,打手槍,手コキ,Handjob
2p,https://www.busfan.club/genre/2p,投稿,投稿,Homemade
62,https://www.busfan.club/genre/62,折磨,拷問,Torture
17,https://www.busfan.club/genre/17,护士,看護婦・ナース,Nurse
3p,https://www.busfan.club/genre/3p,拘束,拘束,Tied Up
3l,https://www.busfan.club/genre/3l,拳交,フィスト,Fisting
45,https://www.busfan.club/genre/45,按摩,マッサージ,Massage
6,https://www.busfan.club/genre/6,按摩棒,バイブ,Vibrator
1r,https://www.busfan.club/genre/1r,排便,脱糞,Pooping
3h,https://www.busfan.club/genre/3h,插入異物,異物挿入,Object Insertion
19,https://www.busfan.club/genre/19,放尿,放尿,Urination
f8,https://www.busfan.club/genre/f8,放置,放置,放置
54,https://www.busfan.club/genre/54,故事集,複数話,Series
5s,https://www.busfan.club/genre/5s,教學,How To,How To
31,https://www.busfan.club/genre/31,數位馬賽克,デジモ,Digital Mosaic
2z,https://www.busfan.club/genre/2z,新娘、年輕妻子,花嫁・若妻,Young Wife
eb,https://www.busfan.club/genre/eb,旅行,旅行,旅行
k,https://www.busfan.club/genre/k,旗袍,チャイナドレス,Chinese Dress
6t,https://www.busfan.club/genre/6t,日焼け,日焼け,Suntan
6u,https://www.busfan.club/genre/6u,早漏,早漏,Premature Ejaculation
39,https://www.busfan.club/genre/39,明星臉,そっくりさん,Lookalike
7w,https://www.busfan.club/genre/7w,時間停止,時間停止,Time Freezing
7,https://www.busfan.club/genre/7,服務生,ウェイトレス,Waitress
a,https://www.busfan.club/genre/a,校服,学生服,School Uniform
4h,https://www.busfan.club/genre/4h,格鬥家,アクション・格闘,Action & Fighting
2q,https://www.busfan.club/genre/2q,格鬥家,格闘家,Martial Arts
16,https://www.busfan.club/genre/16,業餘,素人,Amateur
34,https://www.busfan.club/genre/34,模特兒,モデル,Model
4y,https://www.busfan.club/genre/4y,正太控,ショタ,Shotacon
3x,https://www.busfan.club/genre/3x,殘忍畫面,残虐表現,Cruelty
47,https://www.busfan.club/genre/47,母乳,母乳,Breast Milk
1k,https://www.busfan.club/genre/1k,母親,お母さん,MILF
m,https://www.busfan.club/genre/m,水手服,セーラー服,Sailor Uniform
6w,https://www.busfan.club/genre/6w,汗だく,汗だく,Sweating
1h,https://www.busfan.club/genre/1h,汽車性愛,カーセックス,Car Sex
4i,https://www.busfan.club/genre/4i,泡泡襪,ルーズソックス,Loose Socks
9,https://www.busfan.club/genre/9,泳裝,水着,Swimsuits
24,https://www.busfan.club/genre/24,淫語,淫語,Dirty Talk
3f,https://www.busfan.club/genre/3f,深喉,イラマチオ,Deep Throat
6j,https://www.busfan.club/genre/6j,温泉,温泉,Hot Spring
1z,https://www.busfan.club/genre/1z,潮吹,潮吹き,Squirting
1j,https://www.busfan.club/genre/1j,濫交,乱交,Orgy
2u,https://www.busfan.club/genre/2u,灌腸,浣腸,Enema
81,https://www.busfan.club/genre/81,為智能手機推薦垂直視頻,スマホ推奨縦動画,Recommended vertical video for smartphone
22,https://www.busfan.club/genre/22,無毛,パイパン,Shaved Pussy
40,https://www.busfan.club/genre/40,爛醉如泥的,泥酔,Drunk Girl
7u,https://www.busfan.club/genre/7u,特典あり（AVベースボール）,特典あり（AVベースボール）,特典あり（AVベースボール）
5a,https://www.busfan.club/genre/5a,特效,特撮,Special Effects
4z,https://www.busfan.club/genre/4z,猥褻穿著,着エロ,Non-nude Erotica
o,https://www.busfan.club/genre/o,獨立製作,インディーズ,Independent
1e,https://www.busfan.club/genre/1e,獵豔,ナンパ,Picking Up Girls
14,https://www.busfan.club/genre/14,玩具,おもちゃ,Sex Toys
ef,https://www.busfan.club/genre/ef,男の潮吹き,男の潮吹き,男の潮吹き
2r,https://www.busfan.club/genre/2r,男同性恋,ゲイ・ホモ,Gay
ep,https://www.busfan.club/genre/ep,病院・クリニック,病院・クリニック,病院・クリニック
4e,https://www.busfan.club/genre/4e,瘙癢,くすぐり,Tickling
2a,https://www.busfan.club/genre/2a,白人,白人女優,Caucasian Actress
ek,https://www.busfan.club/genre/ek,白目・失神,白目・失神,白目・失神
25,https://www.busfan.club/genre/25,監禁,監禁,Confinement
8,https://www.busfan.club/genre/8,眼鏡,めがね,Glasses
fe,https://www.busfan.club/genre/fe,福袋,福袋,福袋
61,https://www.busfan.club/genre/61,科幻,SF,Sci-Fi
32,https://www.busfan.club/genre/32,秘書,秘書,Secretary
2l,https://www.busfan.club/genre/2l,空中小姐,スチュワーデス,Stewardess
51,https://www.busfan.club/genre/51,立即口交,即ハメ,Quickie
5k,https://www.busfan.club/genre/5k,童年朋友,幼なじみ,Childhood Friend
1g,https://www.busfan.club/genre/1g,第一人稱攝影,ハメ撮り,POV
3r,https://www.busfan.club/genre/3r,粗暴,鬼畜,Rough Sex
1a,https://www.busfan.club/genre/1a,糞便,スカトロ,Scat
1q,https://www.busfan.club/genre/1q,紧缚,縛り・緊縛,Bondage
5t,https://www.busfan.club/genre/5t,給女性觀眾,女性向け,Boys Love
3j,https://www.busfan.club/genre/3j,經典,クラシック,Classics
d,https://www.busfan.club/genre/d,緊縛,ボンテージ,Bondage
3a,https://www.busfan.club/genre/3a,緊身衣,レオタード,Leotards
2n,https://www.busfan.club/genre/2n,纪录片,ドキュメンタリー,Documentary
et,https://www.busfan.club/genre/et,罵倒,罵倒,罵倒
44,https://www.busfan.club/genre/44,美容院,エステ,Massage Parlor
30,https://www.busfan.club/genre/30,美少女,美少女,Beautiful Girl
3y,https://www.busfan.club/genre/3y,羞恥,羞恥,Shame
4x,https://www.busfan.club/genre/4x,肌肉,筋肉,Muscular
r,https://www.busfan.club/genre/r,肛交,アナル,Anal
6m,https://www.busfan.club/genre/6m,肛内中出,アナルセックス,AF
1t,https://www.busfan.club/genre/1t,胖女人,ぽっちゃり,Chubby
ec,https://www.busfan.club/genre/ec,胸チラ,胸チラ,胸チラ
h,https://www.busfan.club/genre/h,自慰,オナニー,Masturbation
3q,https://www.busfan.club/genre/3q,舔陰,クンニ,Cunnilingus
e4,https://www.busfan.club/genre/e4,花嫁,花嫁,花嫁
2t,https://www.busfan.club/genre/2t,花癡,淫乱・ハード系,Nymphomaniac
1f,https://www.busfan.club/genre/1f,苗條,スレンダー,Slender
10,https://www.busfan.club/genre/10,蕩婦,痴女,Slut
3u,https://www.busfan.club/genre/3u,薄馬賽克,ギリモザ,Minimal Mosaic
1l,https://www.busfan.club/genre/1l,藥物,ドラッグ,Drugs
w,https://www.busfan.club/genre/w,蘿莉塔,ロリ系,Lolicon
41,https://www.busfan.club/genre/41,處女,処女,Virgin
52,https://www.busfan.club/genre/52,處男,童貞,Cherry Boy
f6,https://www.busfan.club/genre/f6,蝋燭,蝋燭,蝋燭
57,https://www.busfan.club/genre/57,蠻橫嬌羞,ツンデレ,TSUNDERE
2s,https://www.busfan.club/genre/2s,裸體圍裙,裸エプロン,Naked Apron
4v,https://www.busfan.club/genre/4v,複刻版,復刻,Reprint
dz,https://www.busfan.club/genre/dz,覆面・マスク,覆面・マスク,覆面・マスク
1,https://www.busfan.club/genre/1,角色扮演,コスプレ,Cosplay
59,https://www.busfan.club/genre/59,觸手,触手,Tentacle
82,https://www.busfan.club/genre/82,設置項目,セット商品,Set items
4s,https://www.busfan.club/genre/4s,講師,インストラクター,Instructor
2g,https://www.busfan.club/genre/2g,變性者,ニューハーフ,Transsexual
4n,https://www.busfan.club/genre/4n,貓耳女,ネコミミ・獣系,Animal Ears
t,https://www.busfan.club/genre/t,貧乳・微乳,貧乳・微乳,Small Tits
21,https://www.busfan.club/genre/21,賽車女郎,レースクィーン,Race Queen
5d,https://www.busfan.club/genre/5d,超乳,超乳,Huge Tits
6f,https://www.busfan.club/genre/6f,超級女英雄,変身ヒロイン,Super Heroine
4j,https://www.busfan.club/genre/4j,足交,足コキ,Footjob
3c,https://www.busfan.club/genre/3c,跳舞,ダンス,Dance
q,https://www.busfan.club/genre/q,跳蛋,ローター,Egg Vibrator
1w,https://www.busfan.club/genre/1w,身體意識,ボディコン,Tight Dress
2o,https://www.busfan.club/genre/2o,車掌小姐,バスガイド,Bus Tour Guide
e6,https://www.busfan.club/genre/e6,軟体,軟体,軟体
3m,https://www.busfan.club/genre/3m,輪姦,輪姦,Gang Bang
83,https://www.busfan.club/genre/83,迷你係列,ミニ系,Mini series
i,https://www.busfan.club/genre/i,迷你裙,ミニスカ,Miniskirt
2m,https://www.busfan.club/genre/2m,迷你裙警察,ミニスカポリス,Miniskirt Police
ev,https://www.busfan.club/genre/ev,逆レイプ,逆レイプ,逆レイプ
63,https://www.busfan.club/genre/63,逆強姦,逆レイプ,Reverse Rape
3g,https://www.busfan.club/genre/3g,通姦,不倫,Adultery
28,https://www.busfan.club/genre/28,連褲襪,パンスト,Pantyhose
6c,https://www.busfan.club/genre/6c,遊戲的真人版,ゲーム実写版,Live Game Filming Edition
4d,https://www.busfan.club/genre/4d,運動,スポーツ,Sports
ea,https://www.busfan.club/genre/ea,部下・同僚,部下・同僚,部下・同僚
ez,https://www.busfan.club/genre/ez,部活・マネージャー,部活・マネージャー,部活・マネージャー
1i,https://www.busfan.club/genre/1i,野外・露出,野外・露出,Outdoor
53,https://www.busfan.club/genre/53,限時降價,期間限定セール,Sale (limited time)
3d,https://www.busfan.club/genre/3d,雙性人,ふたなり,Hermaphrodite
eq,https://www.busfan.club/genre/eq,面接,面接,面接
n,https://www.busfan.club/genre/n,顏射,ぶっかけ,BUKKAKE
5,https://www.busfan.club/genre/5,顏射,顔射,Facial
4w,https://www.busfan.club/genre/4w,顏面騎乘,顔面騎乗,Face Sitting
4t,https://www.busfan.club/genre/4t,食糞,食糞,Scat
ey,https://www.busfan.club/genre/ey,飲み会・合コン,飲み会・合コン,飲み会・合コン
1p,https://www.busfan.club/genre/1p,飲尿,飲尿,Golden Shower
33,https://www.busfan.club/genre/33,首次亮相,デビュー作品,Debut
y,https://www.busfan.club/genre/y,體育服,体操着・ブルマ,Gym Clothes
84,https://www.busfan.club/genre/84,體驗懺悔,体験告白,Experience confession
2i,https://www.busfan.club/genre/2i,高,長身,Tall Girl
b,https://www.busfan.club/genre/b,高中女生,女子校生,Schoolgirl
hd,https://www.busfan.club/genre/hd,高清,高解像度,High Definition
4o,https://www.busfan.club/genre/4o,高畫質,ハイビジョン,Hi-Def
5r,https://www.busfan.club/genre/5r,魔法少女,魔法少女,Magical Girl
36,https://www.busfan.club/genre/36,鴨嘴,クスコ,Gyno Exam
z,https://www.busfan.club/genre/z,黑人演員,黒人男優,Black Man
5w,https://www.busfan.club/genre/5w,黑幫成員,極道・任侠,YAKUZA
85,https://www.busfan.club/genre/85,黑暗系統,ダーク系,Dark system
f7,https://www.busfan.club/genre/f7,鼻フック,鼻フック,鼻フック
